Product.Description,10/1/2016,11/1/2016,12/1/2016,1/1/2017,2/1/2017,3/1/2017,4/1/2017,5/1/2017,6/1/2017,7/1/2017,8/1/2017,9/1/2017,10/1/2017,11/1/2017,12/1/2017,1/1/2018,2/1/2018,3/1/2018,4/1/2018,5/1/2018,6/1/2018,7/1/2018,8/1/2018,9/1/2018,10/1/2018,11/1/2018,12/1/2018,1/1/2019,2/1/2019,3/1/2019,4/1/2019,5/1/2019,6/1/2019,7/1/2019,8/1/2019,9/1/2019,10/1/2019,11/1/2019,12/1/2019,1/1/2020,2/1/2020
Product 8152,719,222,87,783,181,60,188,323,471,258,567,766,446,507,88,675,889,848,597,607,741,695,400,273,382,530,757,293,705,912,557,333,662,385,590,97,620,948,453,812,301
Product 8153,493,274,674,90,758,924,557,628,975,293,161,205,509,176,446,152,109,243,821,579,542,604,289,338,347,939,911,559,423,51,626,539,74,348,669,897,458,636,647,343,462
Product 8154,962,411,544,709,207,600,243,5,610,149,189,560,926,555,505,721,118,548,271,714,642,482,850,907,556,846,887,355,596,116,409,758,894,219,102,708,990,654,145,893,900
Product 8155,567,603,38,445,703,768,413,829,673,889,56,296,951,940,427,858,356,171,428,168,301,325,319,739,21,65,181,183,599,722,246,538,91,77,331,680,13,957,395,646,522
Product 8156,863,987,266,704,973,510,398,904,72,215,265,349,168,325,730,870,505,464,845,225,277,666,797,514,108,506,600,737,466,543,965,954,394,439,432,989,247,433,524,737,101
Product 8157,45,72,386,830,135,498,992,744,55,917,897,187,111,219,566,181,434,147,358,167,549,726,255,393,28,805,715,103,720,695,917,921,64,218,621,308,53,770,682,229,333
Product 8158,935,864,494,200,115,290,484,378,486,673,82,737,39,411,692,967,624,797,881,116,915,448,968,731,48,888,79,600,705,533,582,237,454,648,500,339,713,433,156,938,381
Product 8159,10,701,912,873,603,621,679,19,524,777,270,249,182,721,335,170,117,435,379,9,265,955,597,1,240,247,587,396,541,12,962,241,787,40,603,832,227,531,473,239,514
Product 8160,381,213,789,816,39,637,538,351,232,987,784,859,976,36,166,31,208,643,469,968,893,287,359,231,28,67,477,943,595,207,598,696,882,931,635,720,518,711,972,9,708
Product 8161,262,832,671,433,903,272,133,968,474,934,531,282,872,83,340,384,710,941,575,410,789,694,661,142,834,36,507,2,202,291,286,551,250,64,0,871,975,266,916,896,183
Product 8162,801,401,329,954,878,149,660,702,908,859,466,864,771,881,970,106,27,154,588,424,349,617,440,656,726,630,447,317,374,733,944,547,74,666,824,168,577,112,593,311,211
Product 8163,791,966,120,186,195,851,397,665,728,155,725,946,335,481,89,484,567,193,251,335,774,772,707,253,302,271,223,575,839,618,792,232,205,239,772,181,462,920,328,947,362
Product 8164,916,33,191,805,703,246,774,787,216,370,736,754,388,727,387,292,654,555,38,139,211,807,517,430,827,16,814,114,164,179,853,71,740,853,269,223,588,537,760,88,482
Product 8165,884,336,471,166,917,641,979,873,567,49,107,653,879,731,856,559,364,980,486,779,719,325,348,473,805,601,907,913,521,491,439,285,315,175,304,747,497,474,883,105,682
Product 8166,115,808,413,617,332,315,278,917,316,228,455,320,184,723,190,736,842,563,364,917,903,643,601,474,938,435,76,706,604,507,712,121,485,661,159,20,478,26,295,931,117
Product 8167,304,244,477,272,701,472,210,928,629,84,741,738,434,517,451,624,36,952,494,207,470,855,796,652,841,354,892,245,608,205,643,593,714,85,612,524,393,970,176,199,562
Product 8168,151,757,43,379,210,566,702,216,60,146,145,710,512,75,331,440,145,153,560,147,80,208,270,966,404,768,210,687,66,505,468,993,742,50,132,301,157,46,578,247,242
Product 8169,863,497,120,883,810,324,612,724,153,856,566,381,388,452,13,242,923,909,855,784,904,502,40,600,907,154,926,211,857,986,638,872,555,37,656,280,384,269,686,609,623
Product 8170,213,200,672,640,190,247,710,637,204,705,753,991,87,288,465,572,973,974,210,616,92,768,461,454,355,310,607,881,877,604,74,561,877,487,840,540,787,869,916,369,349
Product 8171,133,618,616,431,428,436,376,956,643,466,365,977,804,583,237,724,373,927,657,975,688,881,630,424,477,132,662,364,754,638,13,804,471,559,232,943,871,997,994,494,550
Product 8172,230,400,462,149,87,490,310,632,549,690,410,357,326,772,356,138,145,186,632,223,77,827,62,785,810,962,598,581,309,430,668,99,815,521,254,31,789,512,70,96,166
Product 8173,475,573,7,354,640,301,501,918,497,888,871,915,83,271,741,898,184,250,922,312,325,996,67,520,379,417,862,474,835,34,118,904,613,333,450,260,340,637,54,789,101
Product 8174,523,596,94,959,502,251,1,994,523,667,63,46,108,774,947,662,801,521,50,694,28,503,244,143,27,296,493,788,899,889,312,7,969,580,165,417,298,28,16,159,411
Product 8175,27,733,5,72,595,807,965,775,228,843,228,300,577,956,122,991,34,656,371,300,675,759,893,803,730,887,239,844,826,284,521,850,97,611,146,899,402,413,955,759,653
Product 8176,459,825,658,155,679,38,346,825,74,360,611,505,910,175,440,152,487,311,665,445,463,956,679,143,495,620,639,572,124,386,337,788,710,56,861,285,14,591,1000,708,673
Product 8177,21,888,344,362,922,686,252,855,79,520,78,184,481,67,296,832,956,389,857,934,108,301,327,53,202,277,144,212,801,398,833,516,275,915,146,227,826,70,2,915,777
Product 8178,940,787,561,286,359,919,6,51,213,96,180,595,124,538,999,407,228,477,110,582,733,222,241,137,581,685,331,396,734,156,788,771,626,949,105,285,195,878,852,411,280
Product 8179,353,50,709,129,323,945,48,856,313,242,44,299,190,522,541,1,850,796,942,390,147,292,992,697,107,836,456,478,437,732,335,572,347,898,878,909,617,217,391,822,377
Product 8180,117,637,220,762,341,214,682,855,997,596,102,196,145,487,925,962,952,651,620,828,240,760,519,931,706,12,485,512,242,658,15,965,637,394,845,11,463,222,394,302,644
Product 8181,170,569,322,654,23,431,831,598,112,121,353,984,701,594,891,415,97,420,208,793,94,52,293,288,989,652,136,58,543,757,687,910,805,154,395,198,191,539,357,823,939
Product 8182,738,36,520,493,348,959,964,452,342,353,962,624,517,107,668,171,248,668,872,503,816,732,49,892,244,980,720,592,718,199,614,961,592,914,784,898,949,718,108,69,327
Product 8183,611,254,803,613,12,509,915,346,82,802,133,482,203,385,824,800,586,710,461,580,427,270,993,770,516,501,458,975,376,851,374,433,389,327,631,617,253,596,596,447,181
Product 8184,100,446,683,44,597,707,624,349,310,188,98,819,120,683,455,889,140,405,412,12,184,393,739,335,388,370,6,343,460,217,690,56,517,539,584,469,523,805,984,430,198
Product 8185,515,129,582,572,557,618,590,200,561,382,291,594,600,375,671,277,483,512,495,894,391,879,93,800,724,511,460,138,438,564,548,897,257,916,200,771,987,168,971,114,595
Product 8186,593,892,948,443,507,576,489,131,2,489,270,6,1000,721,805,981,699,730,513,484,650,133,950,53,383,343,243,856,197,978,801,619,770,104,46,989,876,390,347,762,852
Product 8187,80,953,802,80,303,540,409,118,958,43,26,828,509,737,953,28,946,171,904,569,782,447,279,551,254,740,226,568,500,908,859,391,555,313,999,22,548,737,814,695,324
Product 8188,361,331,969,729,739,297,37,501,433,981,74,156,106,33,747,25,51,157,876,285,201,875,874,675,547,367,316,381,835,92,478,995,33,546,340,158,112,518,305,908,924
Product 8189,25,619,818,674,918,411,801,704,619,726,919,223,318,938,830,893,319,140,708,652,492,603,430,723,110,157,45,973,14,814,771,770,866,411,413,576,482,117,326,571,26
Product 8190,789,894,364,157,405,574,910,840,860,585,595,980,526,726,185,629,793,209,994,866,754,608,337,840,774,300,675,399,196,535,694,528,965,797,412,94,200,959,925,682,433
Product 8191,135,8,34,577,329,280,789,765,890,478,746,551,657,176,968,246,578,15,593,632,587,465,66,275,298,169,274,774,239,577,29,834,357,448,197,833,931,410,616,907,181
Product 8192,511,709,648,291,60,868,418,760,971,626,579,921,634,833,866,721,437,636,736,584,746,262,247,948,235,513,32,248,976,407,986,626,158,261,650,983,470,942,462,578,594
Product 8193,315,483,581,486,705,433,406,603,402,415,198,647,856,178,874,765,65,876,221,105,233,401,197,806,558,735,181,436,636,238,56,385,725,457,896,152,34,884,512,845,707
Product 8194,818,539,671,715,939,594,432,874,431,688,177,940,455,280,227,516,461,352,95,69,630,661,495,575,225,547,1000,665,448,486,920,187,205,354,999,462,949,162,581,73,627
Product 8195,597,716,425,556,864,74,140,56,938,258,981,981,316,280,461,665,247,213,942,596,329,837,331,259,938,13,918,617,493,239,308,785,945,117,909,129,578,510,298,532,837
Product 8196,183,405,555,234,613,231,405,869,826,589,513,208,816,97,252,623,796,257,485,793,348,583,38,927,613,772,134,986,674,118,444,504,976,299,117,300,502,505,563,216,239
Product 8197,547,187,175,64,413,711,969,639,640,177,65,458,238,391,800,753,997,441,901,974,699,455,220,201,128,462,474,247,20,838,741,984,673,277,13,828,764,180,493,445,639
Product 8198,57,585,29,149,868,923,463,453,798,515,761,797,230,328,845,558,642,191,108,228,858,957,260,232,668,976,880,113,538,714,934,59,776,778,545,122,360,978,507,403,253
Product 8199,378,213,683,247,903,440,595,731,488,833,138,43,388,479,833,69,168,871,99,814,228,782,716,998,998,742,644,442,898,24,751,621,538,490,303,811,742,907,247,726,685
Product 8200,242,669,301,941,713,336,148,706,307,62,912,223,971,669,557,163,855,759,557,366,193,119,39,755,520,241,55,60,7,918,289,321,362,295,226,797,252,789,135,521,888
Product 8201,476,688,754,291,316,934,218,785,482,568,463,667,134,246,990,77,594,875,158,702,568,354,692,286,655,258,616,965,174,762,683,77,376,373,222,156,707,983,67,510,803
Product 8202,319,524,373,461,990,919,10,55,233,88,357,406,944,75,744,363,638,830,648,384,569,470,856,480,498,932,678,219,521,849,218,553,909,706,186,926,677,281,739,889,555
Product 8203,944,483,651,767,639,464,451,813,315,620,634,309,299,391,857,213,384,832,472,952,963,163,739,370,346,621,179,728,491,810,137,441,130,999,97,842,425,558,342,54,584
Product 8204,858,922,296,652,519,431,348,654,473,210,881,778,92,902,341,276,29,110,709,764,985,467,742,759,44,42,331,299,233,583,120,817,716,554,754,22,835,378,484,507,3
Product 8205,869,77,90,287,10,225,710,241,765,226,738,274,907,441,837,855,130,976,649,524,902,783,282,465,343,776,416,280,429,260,486,942,793,230,180,24,108,876,999,393,516
Product 8206,344,940,491,738,200,133,504,696,786,349,497,221,847,102,365,314,808,558,944,158,897,840,772,895,946,207,550,973,404,638,189,579,28,186,589,819,658,249,460,214,418
Product 8207,377,770,718,479,49,189,817,810,537,345,176,559,737,685,219,373,755,535,2,166,921,629,386,818,772,832,272,360,939,262,139,181,440,114,627,139,931,133,103,531,799
Product 8208,897,268,6,854,563,911,580,585,997,340,674,130,322,340,497,759,475,912,994,906,600,489,18,858,251,639,169,765,723,819,507,485,64,34,426,570,301,92,810,220,368
Product 8209,717,834,221,772,393,711,777,794,700,572,312,1,782,422,657,71,42,882,830,291,999,708,792,949,851,127,904,294,110,266,741,872,99,479,45,996,589,123,79,535,183
Product 8210,62,103,817,153,632,604,823,0,330,400,966,70,945,341,259,482,957,412,327,322,853,778,656,673,597,311,257,703,65,220,544,33,322,903,90,508,730,589,728,579,896
Product 8211,669,804,804,811,162,535,40,800,407,713,590,839,653,418,983,966,866,291,126,315,177,199,726,72,375,790,151,131,544,637,398,3,168,173,249,26,120,677,783,657,975
Product 8212,187,902,218,802,956,302,261,272,637,834,903,681,54,995,341,780,386,583,990,712,477,136,293,939,217,398,644,381,944,717,672,212,291,880,381,656,175,1,442,350,450
Product 8213,240,514,141,758,961,574,925,155,619,687,737,799,100,909,851,663,872,669,755,571,165,959,954,722,668,144,362,397,839,262,821,994,794,672,525,255,586,76,51,906,353
Product 8214,90,695,858,927,596,475,776,187,224,554,208,356,583,109,642,462,261,725,486,743,700,269,620,321,724,807,234,579,457,576,219,802,711,198,677,199,547,371,583,567,5
Product 8215,827,368,853,394,167,789,889,36,878,518,895,238,44,462,36,408,447,169,616,258,230,103,955,710,968,663,927,168,684,508,67,844,902,572,207,850,115,760,233,996,658
Product 8216,579,183,786,34,156,40,56,31,712,925,460,10,629,104,296,655,403,28,419,918,213,317,424,763,457,307,809,85,75,698,742,528,122,594,225,37,875,576,863,673,902
Product 8217,990,139,224,718,998,560,360,360,825,938,202,347,28,721,924,630,498,109,852,205,887,467,693,920,532,775,949,238,937,824,139,179,967,331,605,330,644,845,82,199,371
Product 8218,310,359,639,437,18,818,179,925,279,558,13,145,780,946,728,666,401,152,538,876,460,417,890,745,422,770,849,164,117,897,382,634,990,971,650,157,722,699,334,196,63
Product 8219,441,467,147,376,245,257,500,466,612,634,247,434,867,709,577,956,66,408,416,74,496,951,827,336,920,606,206,941,407,353,939,594,903,802,952,719,636,562,514,775,364
Product 8220,533,126,926,129,635,316,225,866,353,363,204,772,445,30,157,240,381,832,111,691,800,554,991,417,384,291,853,632,238,573,9,48,720,967,636,749,819,126,690,883,612
Product 8221,706,982,458,660,693,854,175,2,738,768,373,320,498,578,374,717,615,76,179,783,804,995,325,83,715,733,54,47,493,860,588,485,819,218,54,852,639,589,118,388,309
Product 8222,572,76,972,567,295,284,988,279,318,852,483,243,836,77,650,407,322,944,890,944,59,464,839,468,377,70,916,684,932,778,967,681,682,339,538,601,9,156,930,227,174
Product 8223,440,419,132,340,177,905,141,595,418,579,565,607,495,771,905,329,461,55,149,222,934,343,547,675,785,416,83,705,932,569,869,833,443,463,795,174,815,699,914,266,197
Product 8224,566,790,606,765,649,30,493,212,290,266,591,559,307,740,940,859,703,158,705,814,439,373,531,760,88,427,273,470,822,445,955,368,321,297,357,53,687,615,153,401,743
Product 8225,579,729,414,45,749,995,138,8,313,395,879,132,404,492,729,668,963,947,587,267,725,540,394,232,423,658,196,728,200,881,418,877,289,651,818,39,23,964,132,922,289
Product 8226,449,42,219,848,532,375,981,875,928,630,906,299,608,336,721,781,295,644,995,505,549,181,695,466,652,498,187,239,600,159,515,935,859,376,120,551,275,228,676,70,626
Product 8227,186,747,497,449,404,961,436,748,452,596,136,364,299,176,944,29,805,59,163,964,140,123,628,582,996,307,664,735,207,925,478,442,153,138,413,679,993,191,475,478,286
Product 8228,423,610,5,365,809,597,324,16,116,507,5,912,11,695,349,932,894,553,797,542,808,36,822,157,190,20,165,174,604,146,170,474,346,537,424,983,703,732,694,919,785
Product 8229,318,363,291,929,191,119,288,454,427,546,338,745,481,252,360,4,796,426,894,157,726,917,815,496,821,870,603,661,106,572,959,710,172,154,792,831,843,676,973,346,483
Product 8230,965,895,971,81,920,253,763,670,112,79,896,179,688,64,14,541,949,251,877,414,868,92,41,14,120,524,884,536,228,898,697,91,157,338,824,804,855,311,398,833,881
Product 8231,20,63,714,202,629,505,410,314,161,944,502,76,398,19,685,399,604,910,123,542,952,337,594,772,745,543,838,706,838,853,850,238,966,230,229,214,4,85,341,372,762
Product 8232,171,513,858,130,850,15,553,784,986,305,572,916,633,336,148,393,634,544,871,795,811,923,577,71,343,702,846,843,107,283,572,202,692,324,686,29,376,988,94,979,315
Product 8233,31,699,917,803,145,596,515,989,517,612,219,793,60,514,742,795,894,290,658,502,992,921,986,746,343,576,313,506,430,711,84,648,564,1,235,772,488,228,755,8,220
Product 8234,224,441,296,871,429,314,128,151,719,794,360,520,453,295,789,664,919,273,846,526,170,837,515,920,162,555,86,177,479,164,611,362,830,887,795,579,243,844,6,545,745
Product 8235,676,515,531,195,918,105,799,827,385,855,602,122,583,707,852,421,81,496,753,533,589,511,799,609,1,510,597,761,80,899,796,620,31,242,328,477,92,193,158,469,465
Product 8236,620,363,737,907,511,670,28,690,482,196,819,303,994,332,782,847,561,976,776,84,174,329,352,183,575,985,930,431,508,570,146,211,483,130,169,17,250,560,329,977,685
Product 8237,312,691,845,486,445,929,163,247,712,643,344,9,993,359,66,145,334,405,323,373,709,860,498,842,177,469,697,160,848,786,187,298,113,887,514,686,715,773,500,48,790
Product 8238,267,762,542,680,847,258,600,827,382,303,185,976,304,200,878,6,403,805,241,992,977,857,920,45,735,555,117,589,531,635,395,730,895,404,373,387,818,897,479,811,438
Product 8239,261,895,385,541,437,853,929,704,328,61,754,995,587,157,19,54,271,638,302,17,27,659,926,433,206,835,14,762,131,709,786,626,737,660,782,609,441,767,207,297,218
Product 8240,446,562,981,662,822,772,829,764,564,892,478,978,703,76,784,528,765,72,33,560,223,767,159,747,965,799,436,353,126,529,426,961,730,863,396,177,545,253,742,560,580
Product 8241,487,355,734,176,612,490,296,826,843,226,500,334,611,510,530,639,815,702,171,3,521,171,63,414,821,390,143,253,428,274,47,991,651,46,127,164,913,864,772,82,903
Product 8242,299,442,972,711,623,549,471,114,488,931,939,790,925,939,959,190,6,130,448,391,688,366,322,396,381,249,251,241,700,380,190,148,740,738,945,535,83,99,814,497,814
Product 8243,265,97,638,27,972,227,939,978,63,282,42,621,525,104,870,749,940,731,559,829,547,453,723,424,842,376,568,4,930,920,436,663,700,144,238,425,604,303,33,184,351
Product 8244,538,708,93,142,799,641,677,733,461,33,284,226,422,526,978,745,381,404,331,724,242,393,262,201,886,197,238,139,440,401,100,690,824,871,315,330,500,307,351,991,116
Product 8245,792,661,501,522,556,114,473,874,902,436,995,96,271,149,918,68,702,447,226,143,175,943,646,197,376,850,51,48,443,142,641,209,792,92,18,509,938,944,395,122,198
Product 8246,370,780,763,309,603,704,183,412,841,185,109,101,708,414,422,133,698,410,344,132,462,921,944,580,579,472,421,392,627,395,325,92,894,534,814,205,479,534,59,317,548
Product 8247,892,802,684,131,833,713,822,928,711,580,662,723,24,366,871,508,31,792,140,382,816,826,734,419,773,373,960,319,867,716,217,35,367,778,646,738,619,828,358,982,250
Product 8248,930,997,168,765,752,475,272,699,56,462,282,309,74,355,234,587,340,360,10,752,819,829,609,407,4,248,316,213,558,969,814,211,286,94,707,684,520,374,337,948,394
Product 8249,788,18,762,937,996,682,821,233,624,274,283,404,968,449,650,720,232,232,904,308,304,392,639,769,846,406,411,575,307,949,625,642,524,882,677,515,765,337,906,771,772
Product 8250,111,824,593,66,963,802,406,685,315,429,396,274,249,440,24,501,234,887,417,67,668,854,958,539,45,682,344,193,136,159,647,780,759,659,18,722,410,161,344,451,350
Product 8251,362,822,216,37,10,934,370,429,24,180,592,349,507,175,167,633,297,806,960,380,867,509,208,414,917,941,122,461,589,185,713,624,28,516,980,461,254,895,652,814,855
Product 8252,750,190,626,825,375,472,637,563,654,857,771,125,950,603,705,726,46,417,902,720,101,286,49,56,983,31,137,775,461,666,392,963,700,665,604,348,119,21,960,124,730
Product 8253,374,757,42,425,97,811,961,102,325,48,127,705,237,256,491,565,492,563,440,289,839,243,262,745,864,243,129,355,716,31,361,65,512,511,829,793,388,480,30,694,517
Product 8254,934,287,811,471,963,476,358,392,513,43,761,669,387,523,691,568,717,633,614,302,265,472,555,654,781,773,481,674,844,580,336,540,782,324,640,289,729,829,59,62,766
Product 8255,691,232,705,375,806,559,541,734,578,382,726,224,608,312,49,255,35,633,600,410,101,127,137,286,189,657,480,298,955,732,98,400,296,649,200,428,769,934,50,826,626
Product 8256,56,457,734,769,827,899,201,195,263,639,374,938,225,714,957,225,948,267,646,972,392,217,35,982,209,777,597,268,524,452,23,230,389,70,92,347,635,13,869,545,489
